Product ,Flow,State,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
990--Other Special Classification Provisions,Imports,Arizona,0.0,0.0,13.0,28.0,31.0,25.0,30.0,28.0,31.0,37.0,33.0,45.0,24.0,1.0,0.0,0.0
920--Used Or Second-Hand Merchandise,Imports,Arizona,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0--All Merchandise,Exports,Arizona,4547.0,5135.0,6045.0,6291.0,7071.0,8624.0,9162.0,8285.0,7576.0,7653.0,7808.0,6654.0,7427.0,8042.0,7979.0,8950.0
334--Computer & Electronic Products,Exports,Arizona,1095.0,1183.0,1196.0,893.0,926.0,1233.0,1419.0,1476.0,1571.0,1728.0,1642.0,1373.0,1506.0,1618.0,1493.0,2410.0
212--Minerals & Ores,Exports,Arizona,169.0,125.0,836.0,999.0,1676.0,2299.0,2509.0,1732.0,1059.0,1028.0,1238.0,971.0,885.0,1063.0,1523.0,1722.0
"335--Electrical Equipment, Appliances & Components",Exports,Arizona,430.0,546.0,614.0,871.0,798.0,969.0,1090.0,1086.0,1114.0,1188.0,1122.0,867.0,1089.0,1173.0,1101.0,972.0
336--Transportation Equipment,Exports,Arizona,169.0,206.0,200.0,232.0,343.0,645.0,793.0,720.0,625.0,589.0,604.0,441.0,372.0,414.0,597.0,605.0
325--Chemicals,Exports,Arizona,195.0,249.0,256.0,307.0,278.0,293.0,293.0,275.0,316.0,294.0,364.0,355.0,356.0,425.0,436.0,410.0
"333--Machinery, Except Electrical",Exports,Arizona,466.0,496.0,515.0,554.0,533.0,429.0,422.0,467.0,430.0,445.0,452.0,420.0,624.0,532.0,460.0,402.0
332--Fabricated Metal Products,Exports,Arizona,254.0,299.0,262.0,249.0,224.0,224.0,289.0,324.0,346.0,360.0,317.0,286.0,311.0,286.0,373.0,394.0
326--Plastics & Rubber Products,Exports,Arizona,327.0,395.0,393.0,399.0,415.0,457.0,468.0,510.0,493.0,474.0,482.0,415.0,373.0,370.0,366.0,305.0
324--Petroleum & Coal Products,Exports,Arizona,55.0,66.0,11.0,10.0,5.0,6.0,5.0,14.0,32.0,10.0,36.0,170.0,267.0,69.0,31.0,285.0
331--Primary Metal Manufactures,Exports,Arizona,280.0,356.0,307.0,222.0,270.0,306.0,282.0,259.0,262.0,321.0,320.0,234.0,246.0,309.0,344.0,274.0
339--Miscellaneous Manufactures,Exports,Arizona,138.0,134.0,138.0,162.0,144.0,165.0,183.0,192.0,203.0,173.0,216.0,234.0,193.0,283.0,253.0,237.0
311--Processed Foods,Exports,Arizona,212.0,219.0,260.0,254.0,201.0,273.0,265.0,104.0,116.0,86.0,87.0,69.0,127.0,101.0,199.0,185.0
111--Agricultural Products,Exports,Arizona,206.0,243.0,215.0,218.0,185.0,181.0,183.0,143.0,191.0,204.0,111.0,89.0,119.0,84.0,107.0,140.0
322--Paper,Exports,Arizona,178.0,212.0,207.0,191.0,160.0,169.0,179.0,188.0,193.0,178.0,192.0,162.0,132.0,154.0,164.0,124.0
930--Used Or Second-Hand Merchandise,Exports,Arizona,0.0,0.0,0.0,22.0,30.0,29.0,45.0,41.0,42.0,37.0,52.0,36.0,40.0,43.0,83.0,84.0
910--Waste And Scrap,Exports,Arizona,12.0,4.0,4.0,41.0,34.0,14.0,9.0,8.0,17.0,58.0,51.0,40.0,67.0,86.0,94.0,80.0
327--Nonmetallic Mineral Products,Exports,Arizona,12.0,23.0,23.0,26.0,23.0,38.0,47.0,47.0,38.0,58.0,59.0,52.0,29.0,48.0,44.0,64.0
313--Textiles & Fabrics,Exports,Arizona,63.0,66.0,99.0,136.0,142.0,134.0,147.0,121.0,118.0,90.0,97.0,73.0,84.0,85.0,75.0,49.0
321--Wood Products,Exports,Arizona,24.0,29.0,28.0,32.0,31.0,32.0,31.0,39.0,35.0,37.0,38.0,35.0,43.0,38.0,36.0,42.0
312--Beverages & Tobacco Products,Exports,Arizona,6.0,6.0,8.0,11.0,10.0,9.0,37.0,27.0,40.0,8.0,22.0,34.0,44.0,47.0,46.0,39.0
323--Printed Matter & Related Products,Exports,Arizona,22.0,21.0,17.0,20.0,21.0,24.0,28.0,27.0,29.0,25.0,32.0,30.0,25.0,22.0,26.0,27.0
211--Oil & Gas,Exports,Arizona,168.0,195.0,378.0,373.0,545.0,633.0,380.0,402.0,232.0,179.0,194.0,217.0,446.0,746.0,72.0,27.0
314--Textile Mill Products,Exports,Arizona,10.0,14.0,13.0,13.0,11.0,12.0,11.0,26.0,32.0,30.0,34.0,31.0,24.0,14.0,21.0,21.0
112--Livestock & Livestock Products,Exports,Arizona,1.0,2.0,4.0,5.0,14.0,14.0,5.0,4.0,7.0,6.0,2.0,1.0,5.0,6.0,9.0,16.0
990--Other Special Classification Provisions,Exports,Arizona,9.0,7.0,16.0,16.0,12.0,7.0,14.0,12.0,13.0,20.0,22.0,7.0,6.0,8.0,7.0,13.0
337--Furniture & Fixtures,Exports,Arizona,9.0,14.0,19.0,20.0,16.0,15.0,11.0,21.0,8.0,12.0,11.0,5.0,6.0,7.0,6.0,10.0
316--Leather & Allied Products,Exports,Arizona,8.0,4.0,3.0,3.0,5.0,5.0,6.0,11.0,4.0,4.0,6.0,3.0,4.0,6.0,6.0,6.0
315--Apparel & Accessories,Exports,Arizona,9.0,9.0,6.0,8.0,16.0,6.0,8.0,6.0,10.0,6.0,4.0,3.0,5.0,6.0,8.0,6.0
114--Fish & Other Marine Products,Exports,Arizona,0.0,0.0,0.0,1.0,1.0,1.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
113--Forestry Products,Exports,Arizona,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
920--Used Or Second-Hand Merchandise,Exports,Arizona,17.0,13.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0
511--Newspapers & Other Published Matter,Exports,Arizona,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
115--Products Supporting Agriculture And Forestry,Exports,Arizona,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0--All Merchandise,Imports,Arkansas,465.0,584.0,595.0,778.0,583.0,603.0,638.0,597.0,661.0,900.0,1037.0,775.0,839.0,994.0,912.0,968.0
"333--Machinery, Except Electrical",Imports,Arkansas,27.0,38.0,39.0,69.0,75.0,48.0,29.0,59.0,61.0,99.0,158.0,99.0,79.0,116.0,162.0,231.0
336--Transportation Equipment,Imports,Arkansas,101.0,151.0,189.0,268.0,114.0,194.0,245.0,194.0,226.0,259.0,298.0,170.0,159.0,270.0,253.0,211.0
"335--Electrical Equipment, Appliances & Components",Imports,Arkansas,65.0,116.0,108.0,107.0,137.0,171.0,193.0,172.0,194.0,219.0,222.0,177.0,172.0,119.0,177.0,171.0
326--Plastics & Rubber Products,Imports,Arkansas,8.0,6.0,11.0,20.0,16.0,21.0,24.0,20.0,9.0,21.0,31.0,33.0,35.0,79.0,49.0,50.0
331--Primary Metal Manufactures,Imports,Arkansas,37.0,60.0,70.0,60.0,31.0,34.0,29.0,25.0,31.0,51.0,39.0,37.0,70.0,66.0,36.0,50.0
312--Beverages & Tobacco Products,Imports,Arkansas,2.0,2.0,4.0,12.0,18.0,21.0,24.0,24.0,28.0,45.0,59.0,54.0,72.0,89.0,51.0,49.0
339--Miscellaneous Manufactures,Imports,Arkansas,9.0,11.0,9.0,11.0,11.0,4.0,4.0,4.0,4.0,10.0,33.0,15.0,32.0,44.0,54.0,45.0
332--Fabricated Metal Products,Imports,Arkansas,17.0,13.0,16.0,6.0,9.0,15.0,11.0,11.0,12.0,32.0,31.0,23.0,11.0,14.0,13.0,30.0
334--Computer & Electronic Products,Imports,Arkansas,147.0,120.0,70.0,129.0,56.0,45.0,34.0,18.0,17.0,17.0,32.0,53.0,19.0,11.0,6.0,27.0
325--Chemicals,Imports,Arkansas,3.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,5.0,2.0,2.0,3.0,32.0,51.0,30.0,21.0
314--Textile Mill Products,Imports,Arkansas,0.0,3.0,4.0,13.0,13.0,1.0,0.0,13.0,14.0,15.0,16.0,15.0,21.0,22.0,18.0,19.0
311--Processed Foods,Imports,Arkansas,18.0,20.0,36.0,45.0,53.0,11.0,4.0,10.0,7.0,13.0,15.0,20.0,31.0,30.0,12.0,14.0
980--Goods Returned (Exports and Imports) and Reimports - Canada Only,Imports,Arkansas,9.0,16.0,17.0,21.0,28.0,17.0,18.0,18.0,16.0,23.0,10.0,15.0,6.0,4.0,6.0,13.0
337--Furniture & Fixtures,Imports,Arkansas,1.0,4.0,1.0,1.0,1.0,4.0,3.0,4.0,3.0,3.0,2.0,3.0,6.0,7.0,4.0,12.0
322--Paper,Imports,Arkansas,0.0,0.0,0.0,1.0,1.0,1.0,4.0,5.0,5.0,5.0,6.0,8.0,8.0,12.0,12.0,11.0
327--Nonmetallic Mineral Products,Imports,Arkansas,2.0,6.0,3.0,1.0,2.0,4.0,5.0,5.0,9.0,8.0,6.0,5.0,8.0,9.0,7.0,6.0
910--Waste And Scrap,Imports,Arkansas,1.0,2.0,5.0,7.0,3.0,1.0,1.0,1.0,2.0,24.0,32.0,17.0,31.0,42.0,18.0,4.0
111--Agricultural Products,Imports,Arkansas,2.0,5.0,2.0,2.0,9.0,2.0,1.0,10.0,9.0,29.0,35.0,24.0,24.0,4.0,3.0,2.0
313--Textiles & Fabrics,Imports,Arkansas,10.0,4.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0
315--Apparel & Accessories,Imports,Arkansas,2.0,3.0,4.0,1.0,1.0,1.0,1.0,1.0,7.0,14.0,5.0,2.0,3.0,3.0,1.0,1.0
323--Printed Matter & Related Products,Imports,Arkansas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
316--Leather & Allied Products,Imports,Arkansas,2.0,1.0,2.0,2.0,1.0,2.0,3.0,2.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,0.0
321--Wood Products,Imports,Arkansas,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
324--Petroleum & Coal Products,Imports,Arkansas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,10.0,5.0,0.0
930--Used Or Second-Hand Merchandise,Imports,Arkansas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
990--Other Special Classification Provisions,Imports,Arkansas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
920--Used Or Second-Hand Merchandise,Imports,Arkansas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
212--Minerals & Ores,Imports,Arkansas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0
211--Oil & Gas,Imports,Arkansas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
114--Fish & Other Marine Products,Imports,Arkansas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
113--Forestry Products,Imports,Arkansas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
112--Livestock & Livestock Products,Imports,Arkansas,0.0,0.0,0.0,0.0,0.3333333333333333,0.6666666666666666,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0--All Merchandise,Exports,Arkansas,522.0,544.0,679.0,847.0,878.0,754.0,844.0,685.0,851.0,870.0,745.0,712.0,983.0,1029.0,1106.0,1597.0
311--Processed Foods,Exports,Arkansas,40.0,41.0,42.0,78.0,105.0,76.0,72.0,80.0,118.0,117.0,124.0,113.0,173.0,208.0,267.0,446.0
331--Primary Metal Manufactures,Exports,Arkansas,66.0,88.0,121.0,171.0,109.0,69.0,58.0,55.0,117.0,141.0,97.0,110.0,231.0,195.0,218.0,293.0
322--Paper,Exports,Arkansas,57.0,68.0,87.0,97.0,84.0,98.0,100.0,59.0,74.0,101.0,73.0,72.0,86.0,84.0,104.0,135.0
112--Livestock & Livestock Products,Exports,Arkansas,9.0,16.0,39.0,32.0,57.0,78.0,101.0,140.0,132.0,123.0,128.0,116.0,134.0,153.0,159.0,130.0
334--Computer & Electronic Products,Exports,Arkansas,11.0,12.0,13.0,19.0,13.0,15.0,8.0,8.0,28.0,23.0,28.0,23.0,24.0,9.0,5.0,105.0
336--Transportation Equipment,Exports,Arkansas,43.0,28.0,67.0,31.0,141.0,85.0,228.0,91.0,77.0,55.0,54.0,31.0,33.0,115.0,79.0,97.0
111--Agricultural Products,Exports,Arkansas,129.0,111.0,105.0,134.0,88.0,56.0,50.0,51.0,64.0,47.0,13.0,22.0,25.0,19.0,36.0,81.0
324--Petroleum & Coal Products,Exports,Arkansas,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,21.0,17.0,46.0,35.0,16.0,24.0,71.0
325--Chemicals,Exports,Arkansas,47.0,43.0,50.0,56.0,45.0,43.0,30.0,23.0,26.0,27.0,18.0,18.0,33.0,50.0,42.0,55.0
"333--Machinery, Except Electrical",Exports,Arkansas,38.0,43.0,51.0,50.0,52.0,82.0,62.0,62.0,64.0,74.0,61.0,48.0,75.0,47.0,43.0,47.0
"335--Electrical Equipment, Appliances & Components",Exports,Arkansas,31.0,33.0,43.0,105.0,106.0,76.0,55.0,45.0,82.0,59.0,59.0,55.0,64.0,46.0,29.0,41.0
332--Fabricated Metal Products,Exports,Arkansas,14.0,17.0,15.0,26.0,31.0,28.0,32.0,30.0,32.0,40.0,31.0,26.0,26.0,36.0,27.0,32.0
326--Plastics & Rubber Products,Exports,Arkansas,14.0,13.0,12.0,12.0,13.0,11.0,13.0,16.0,12.0,12.0,9.0,8.0,9.0,10.0,16.0,22.0
910--Waste And Scrap,Exports,Arkansas,1.0,1.0,3.0,3.0,4.0,8.0,8.0,6.0,5.0,13.0,17.0,11.0,15.0,19.0,29.0,15.0
321--Wood Products,Exports,Arkansas,6.0,9.0,11.0,10.0,6.0,4.0,2.0,4.0,3.0,2.0,2.0,1.0,4.0,3.0,7.0,11.0
930--Used Or Second-Hand Merchandise,Exports,Arkansas,0.0,0.0,0.0,1.0,2.0,5.0,3.0,4.0,4.0,2.0,2.0,2.0,3.0,5.0,5.0,6.0
316--Leather & Allied Products,Exports,Arkansas,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0
339--Miscellaneous Manufactures,Exports,Arkansas,7.0,10.0,6.0,5.0,6.0,7.0,9.0,2.0,3.0,2.0,1.0,2.0,2.0,3.0,4.0,3.0
327--Nonmetallic Mineral Products,Exports,Arkansas,1.0,3.0,3.0,2.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0
323--Printed Matter & Related Products,Exports,Arkansas,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
337--Furniture & Fixtures,Exports,Arkansas,6.0,6.0,1.0,5.0,5.0,6.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0
313--Textiles & Fabrics,Exports,Arkansas,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
314--Textile Mill Products,Exports,Arkansas,1.0,1.0,3.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
990--Other Special Classification Provisions,Exports,Arkansas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
312--Beverages & Tobacco Products,Exports,Arkansas,0.0,0.0,4.0,0.0,1.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,0.0
114--Fish & Other Marine Products,Exports,Arkansas,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
315--Apparel & Accessories,Exports,Arkansas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
212--Minerals & Ores,Exports,Arkansas,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,3.0,1.0,1.0,1.0,1.0,0.0,0.0
920--Used Or Second-Hand Merchandise,Exports,Arkansas,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
211--Oil & Gas,Exports,Arkansas,0.0,0.0,0.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
113--Forestry Products,Exports,Arkansas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0--All Merchandise,Imports,California,29520.0,32761.0,33641.0,36059.0,36257.0,41339.0,45086.0,46303.0,46180.0,43688.0,46364.0,47581.0,57326.0,60241.0,61500.0,64297.0
336--Transportation Equipment,Imports,California,2758.0,3540.0,4359.0,5278.0,7632.0,10808.0,13309.0,15641.0,14814.0,12651.0,13691.0,11315.0,13473.0,12958.0,14717.0,15510.0
334--Computer & Electronic Products,Imports,California,15102.0,15331.0,13769.0,14020.0,11264.0,11498.0,12469.0,10225.0,9025.0,7578.0,8947.0,12920.0,15174.0,15250.0,13482.0,15385.0
111--Agricultural Products,Imports,California,1835.0,2164.0,2345.0,2433.0,2982.0,3222.0,3700.0,4201.0,4958.0,4750.0,5516.0,5414.0,6292.0,6622.0,7036.0,7227.0
"335--Electrical Equipment, Appliances & Components",Imports,California,839.0,1165.0,1531.0,2004.0,2195.0,2318.0,2368.0,2500.0,2777.0,2795.0,2796.0,2962.0,3698.0,4096.0,5073.0,4843.0
339--Miscellaneous Manufactures,Imports,California,1719.0,1919.0,2206.0,2386.0,2284.0,2315.0,2585.0,2699.0,2806.0,3075.0,3038.0,2987.0,3388.0,3437.0,3574.0,3907.0
311--Processed Foods,Imports,California,678.0,705.0,963.0,1211.0,1345.0,1471.0,1619.0,1591.0,1695.0,1827.0,2077.0,2231.0,2579.0,2866.0,2977.0,3015.0
"333--Machinery, Except Electrical",Imports,California,747.0,806.0,954.0,1434.0,1416.0,1533.0,1464.0,1635.0,1607.0,1755.0,1808.0,1769.0,2310.0,2594.0,2958.0,2937.0
980--Goods Returned (Exports and Imports) and Reimports - Canada Only,Imports,California,702.0,923.0,999.0,1123.0,1005.0,1376.0,1285.0,1201.0,1329.0,1494.0,1324.0,1300.0,1480.0,1612.0,1611.0,1976.0
332--Fabricated Metal Products,Imports,California,849.0,865.0,916.0,913.0,901.0,862.0,910.0,953.0,969.0,1071.0,1153.0,1093.0,1213.0,1488.0,1581.0,1752.0
326--Plastics & Rubber Products,Imports,California,481.0,472.0,507.0,571.0,658.0,713.0,753.0,731.0,781.0,795.0,888.0,934.0,1074.0,1235.0,1273.0,1328.0
312--Beverages & Tobacco Products,Imports,California,219.0,260.0,254.0,224.0,207.0,336.0,333.0,446.0,374.0,410.0,425.0,527.0,880.0,971.0,1019.0,1087.0
337--Furniture & Fixtures,Imports,California,335.0,356.0,373.0,458.0,477.0,565.0,734.0,719.0,676.0,737.0,776.0,731.0,1153.0,1217.0,1215.0,1083.0
315--Apparel & Accessories,Imports,California,936.0,992.0,1081.0,991.0,1013.0,1082.0,1009.0,1120.0,1311.0,1035.0,766.0,566.0,721.0,711.0,664.0,862.0
327--Nonmetallic Mineral Products,Imports,California,234.0,279.0,253.0,270.0,311.0,290.0,316.0,380.0,372.0,345.0,377.0,391.0,517.0,579.0,588.0,577.0
325--Chemicals,Imports,California,301.0,416.0,490.0,518.0,453.0,399.0,420.0,466.0,431.0,425.0,411.0,506.0,497.0,706.0,595.0,532.0
211--Oil & Gas,Imports,California,0.0,0.0,5.0,6.0,8.0,613.0,10.0,22.0,701.0,1116.0,714.0,458.0,771.0,1441.0,1013.0,390.0
322--Paper,Imports,California,218.0,217.0,286.0,290.0,305.0,314.0,292.0,258.0,149.0,168.0,191.0,221.0,235.0,276.0,279.0,306.0
316--Leather & Allied Products,Imports,California,97.0,119.0,151.0,185.0,201.0,198.0,210.0,176.0,176.0,197.0,194.0,145.0,246.0,301.0,300.0,282.0
114--Fish & Other Marine Products,Imports,California,252.0,163.0,255.0,245.0,277.0,258.0,253.0,252.0,320.0,302.0,304.0,289.0,270.0,299.0,246.0,212.0
331--Primary Metal Manufactures,Imports,California,148.0,340.0,320.0,266.0,284.0,201.0,155.0,240.0,213.0,276.0,180.0,183.0,271.0,296.0,174.0,192.0
321--Wood Products,Imports,California,31.0,28.0,32.0,30.0,35.0,41.0,48.0,46.0,56.0,70.0,86.0,103.0,156.0,202.0,187.0,170.0
910--Waste And Scrap,Imports,California,96.0,167.0,229.0,155.0,123.0,122.0,91.0,89.0,101.0,104.0,93.0,70.0,108.0,107.0,114.0,148.0
990--Other Special Classification Provisions,Imports,California,154.0,232.0,236.0,68.0,71.0,60.0,67.0,62.0,65.0,84.0,77.0,81.0,112.0,125.0,140.0,147.0
314--Textile Mill Products,Imports,California,64.0,59.0,89.0,94.0,104.0,105.0,98.0,101.0,104.0,117.0,118.0,146.0,151.0,141.0,153.0,115.0
323--Printed Matter & Related Products,Imports,California,44.0,73.0,101.0,149.0,121.0,129.0,120.0,100.0,73.0,95.0,88.0,84.0,89.0,103.0,206.0,99.0
324--Petroleum & Coal Products,Imports,California,609.0,1087.0,841.0,639.0,497.0,404.0,352.0,350.0,192.0,319.0,222.0,86.0,310.0,400.0,194.0,90.0
112--Livestock & Livestock Products,Imports,California,11.0,19.0,24.0,29.0,11.0,15.0,13.0,12.0,10.0,14.0,13.0,11.0,69.0,81.0,56.0,53.0
313--Textiles & Fabrics,Imports,California,43.0,45.0,47.0,39.0,48.0,55.0,56.0,44.0,47.0,50.0,44.0,29.0,45.0,31.0,30.0,30.0
212--Minerals & Ores,Imports,California,13.0,13.0,16.0,19.0,16.0,16.0,16.0,18.0,19.0,20.0,18.0,15.0,15.0,19.0,18.0,20.0
930--Used Or Second-Hand Merchandise,Imports,California,0.0,0.0,0.0,6.0,5.0,8.0,18.0,8.0,16.0,8.0,20.0,7.0,20.0,67.0,16.0,12.0
113--Forestry Products,Imports,California,3.0,4.0,4.0,4.0,5.0,13.0,15.0,15.0,14.0,6.0,8.0,8.0,9.0,10.0,9.0,9.0
920--Used Or Second-Hand Merchandise,Imports,California,2.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
511--Newspapers & Other Published Matter,Imports,California,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0--All Merchandise,Exports,California,17474.0,20949.0,25825.0,26380.0,23911.0,25450.0,26788.0,25260.0,26773.0,30763.0,27859.0,24070.0,27209.0,30704.0,33254.0,33517.0
334--Computer & Electronic Products,Exports,California,4506.0,6465.0,9296.0,8129.0,4959.0,5321.0,6752.0,5477.0,5885.0,7939.0,5840.0,5390.0,4878.0,5043.0,5825.0,6637.0
336--Transportation Equipment,Exports,California,1553.0,1793.0,2013.0,2174.0,2301.0,2648.0,2933.0,3118.0,3606.0,3718.0,3686.0,2783.0,2968.0,3552.0,4214.0,3898.0
"333--Machinery, Except Electrical",Exports,California,2010.0,1612.0,1837.0,1874.0,1987.0,2249.0,2065.0,2017.0,2081.0,2274.0,2174.0,1875.0,2270.0,2396.0,2837.0,3193.0
"335--Electrical Equipment, Appliances & Components",Exports,California,690.0,841.0,968.0,1433.0,1488.0,1671.0,1654.0,1691.0,1723.0,2217.0,2017.0,1910.0,1811.0,1912.0,2138.0,2505.0
311--Processed Foods,Exports,California,914.0,1037.0,1370.0,1443.0,1538.0,1668.0,1382.0,1268.0,1303.0,1468.0,1480.0,1396.0,1829.0,2102.0,2174.0,2431.0
332--Fabricated Metal Products,Exports,California,850.0,997.0,1060.0,1225.0,1283.0,1257.0,1254.0,1314.0,1376.0,1495.0,1548.0,1303.0,1474.0,1735.0,1941.0,2077.0
325--Chemicals,Exports,California,1065.0,1229.0,1388.0,1464.0,1547.0,1677.0,1718.0,1730.0,1757.0,1933.0,1604.0,1495.0,2046.0,2384.0,2053.0,1952.0
339--Miscellaneous Manufactures,Exports,California,707.0,784.0,911.0,899.0,954.0,945.0,1035.0,1125.0,1142.0,1213.0,1318.0,1133.0,1382.0,1516.0,1528.0,1682.0
326--Plastics & Rubber Products,Exports,California,990.0,1048.0,1120.0,1244.0,1294.0,1442.0,1507.0,1505.0,1577.0,1624.0,1648.0,1447.0,1650.0,1801.0,1900.0,1631.0
111--Agricultural Products,Exports,California,372.0,408.0,433.0,577.0,647.0,663.0,647.0,645.0,672.0,694.0,750.0,760.0,889.0,980.0,1081.0,1184.0
315--Apparel & Accessories,Exports,California,366.0,415.0,460.0,442.0,469.0,547.0,589.0,487.0,483.0,557.0,590.0,624.0,963.0,1153.0,1100.0,1168.0
331--Primary Metal Manufactures,Exports,California,578.0,792.0,943.0,1002.0,1086.0,1162.0,1133.0,1194.0,1180.0,1306.0,1244.0,968.0,1310.0,1591.0,1367.0,1098.0
324--Petroleum & Coal Products,Exports,California,586.0,918.0,1323.0,1866.0,1567.0,1232.0,1194.0,841.0,979.0,1255.0,1151.0,411.0,329.0,814.0,1252.0,837.0
322--Paper,Exports,California,725.0,734.0,695.0,605.0,649.0,696.0,722.0,711.0,777.0,808.0,738.0,703.0,882.0,975.0,889.0,807.0
211--Oil & Gas,Exports,California,234.0,289.0,303.0,252.0,200.0,239.0,100.0,122.0,155.0,136.0,136.0,99.0,304.0,348.0,677.0,403.0
321--Wood Products,Exports,California,161.0,190.0,215.0,233.0,265.0,302.0,332.0,318.0,329.0,353.0,362.0,301.0,491.0,568.0,507.0,365.0
313--Textiles & Fabrics,Exports,California,356.0,378.0,377.0,313.0,376.0,411.0,486.0,460.0,481.0,476.0,391.0,305.0,391.0,418.0,342.0,271.0
930--Used Or Second-Hand Merchandise,Exports,California,0.0,0.0,0.0,229.0,275.0,256.0,281.0,258.0,148.0,141.0,134.0,92.0,105.0,157.0,224.0,268.0
910--Waste And Scrap,Exports,California,22.0,73.0,65.0,56.0,64.0,56.0,91.0,140.0,158.0,167.0,130.0,179.0,298.0,298.0,233.0,221.0
327--Nonmetallic Mineral Products,Exports,California,142.0,148.0,171.0,212.0,199.0,192.0,203.0,230.0,262.0,271.0,235.0,167.0,200.0,205.0,205.0,211.0
316--Leather & Allied Products,Exports,California,52.0,98.0,108.0,92.0,121.0,123.0,144.0,119.0,124.0,158.0,145.0,103.0,127.0,159.0,127.0,145.0
314--Textile Mill Products,Exports,California,67.0,79.0,95.0,104.0,93.0,95.0,93.0,95.0,130.0,115.0,123.0,162.0,137.0,138.0,137.0,111.0
